1942174.750000,2175150.500000
1860576.250000,2230245.000000
1829391.500000,2085904.250000
1863886.625000,2150686.250000
1894993.750000,2126705.500000
1870786.250000,2250256.000000
1802781.500000,2101938.500000
1824090.000000,2027748.125000
1684085.625000,2151798.750000
1778168.625000,2105958.500000
1769391.250000,2044823.250000
1728470.000000,2092920.750000
1580255.000000,2081851.875000
1634988.250000,1950145.000000
1738659.750000,2057916.000000
1703207.000000,2020466.500000
1629215.875000,2043419.500000
1681779.625000,1982840.250000
1571829.500000,1967338.250000
1612385.375000,2013754.125000
1604883.750000,2071656.625000
1625230.125000,1899181.375000
1595860.250000,2131375.250000
1517107.000000,2001350.250000
1493893.625000,1940167.250000
1508950.625000,1992822.750000
1533675.375000,1836701.500000
1440258.625000,1984163.000000
1380954.625000,1925115.000000
1334551.500000,1865809.625000
1540938.625000,2030879.500000
1419288.250000,1940524.750000
1436579.750000,1806193.000000
1290575.500000,1765904.000000
1346831.250000,1831056.250000
1402765.625000,1889232.500000
1358164.250000,1832933.750000
1285068.750000,1898561.500000
1210242.125000,1787174.125000
1178915.500000,1699493.750000
1241464.250000,1802464.375000
1239712.625000,1836185.250000
1218911.500000,1794359.250000
1113092.000000,1611504.250000
1110481.375000,1781109.625000
1115044.375000,1801081.500000
1209788.250000,1699832.000000
1110247.000000,1658803.500000
1186823.750000,1622502.750000
1108980.125000,1646005.000000
933712.250000,1656635.750000
1038830.875000,1783820.375000
1012988.812500,1613988.625000
951996.750000,1692920.500000
973419.562500,1736542.750000
891281.312500,1699380.000000
1000645.375000,1625280.875000
984777.500000,1532124.000000
1076997.000000,1512241.375000
903111.437500,1570488.125000
917938.187500,1583767.125000
859419.062500,1602794.000000
868689.500000,1620374.250000
756269.125000,1572750.750000
885283.250000,1458087.250000
766012.875000,1591229.625000
880422.187500,1509484.750000
823809.000000,1391908.750000
862296.000000,1462445.125000
743315.000000,1419605.250000
820340.000000,1515917.125000
702059.250000,1510455.625000
825538.875000,1506407.500000
853882.875000,1508440.000000
699239.437500,1523258.125000
694045.625000,1488852.125000
733678.250000,1354910.750000
569476.000000,1495871.250000
620158.000000,1474581.875000
728664.375000,1480355.750000
611520.250000,1262888.750000
663505.312500,1254478.000000
650943.250000,1210503.875000
598197.250000,1279720.250000
570842.750000,1328376.875000
633052.000000,1372834.750000
624316.625000,1243473.375000
579889.750000,1283121.000000
591553.250000,1293333.500000
604313.500000,1218608.750000
445125.562500,1120418.375000
553858.000000,1230701.000000
470846.093750,1207971.500000
445694.531250,1083906.875000
451237.500000,1158067.750000
511976.718750,1015708.437500
463342.437500,1133771.625000
439838.406250,1140498.000000
433350.562500,1075916.375000
440311.875000,1088316.750000
456124.000000,1085351.625000
419746.312500,983397.500000
333957.937500,968012.625000
363906.093750,902886.812500
424316.750000,883984.625000
409329.187500,1001010.250000
347667.937500,910171.250000
333117.843750,974491.250000
303495.250000,877950.375000
332712.093750,844760.875000
388080.093750,965150.875000
318073.750000,767587.625000
323473.031250,916263.437500
321115.750000,877515.187500
302051.187500,841638.500000
269254.218750,849724.500000
309036.250000,785138.375000
291176.500000,758650.750000
305199.437500,797553.250000
312416.250000,719631.000000
224352.687500,663218.062500
248466.500000,735330.500000
214216.625000,625119.625000
272027.375000,653735.750000
242209.796875,679196.500000
228131.578125,644136.250000
248250.640625,621234.000000
225934.218750,612274.875000
233176.140625,622360.500000
209036.593750,605240.562500
205701.796875,577091.000000
238866.906250,622755.562500
268970.406250,527701.750000
181387.687500,589630.250000
207623.015625,509615.812500
242995.937500,533764.187500
192406.218750,532881.250000
169243.656250,476954.437500
165726.562500,488647.906250
179006.343750,467605.375000
165946.546875,453325.375000
201270.234375,457499.375000
172634.812500,447437.250000
188201.640625,437448.187500
149150.234375,402816.500000
167352.859375,429297.312500
176482.937500,430974.937500
155548.125000,388350.375000
158636.609375,361227.437500
147145.984375,367146.625000
158116.281250,356402.937500
148627.812500,326675.843750
184674.468750,365622.250000
142978.828125,368054.031250
122046.812500,380144.687500
152067.140625,294796.093750
137047.171875,285860.687500
140119.812500,339697.000000
130601.843750,325350.250000
134926.031250,255273.468750
106433.531250,295963.687500
124073.828125,275963.187500
120082.156250,272764.750000
109978.984375,302695.375000
105874.125000,252507.406250
109842.187500,260979.578125
116797.867188,237328.562500
115296.187500,228744.250000
124761.593750,211353.906250
91567.242188,212309.937500
103114.296875,246426.062500
96998.734375,226235.843750
125949.773438,211727.500000
117505.859375,241493.687500
86382.882812,184998.046875
80159.125000,192024.593750
103824.492188,197770.890625
88154.312500,177292.265625
92063.867188,161207.484375
106896.695312,174277.531250
86194.000000,167927.218750
88002.859375,158765.812500
79434.125000,156101.390625
87934.531250,160965.109375
82706.109375,149006.312500
73255.359375,169134.375000
72928.484375,140930.718750
64351.554688,127533.953125
61047.781250,135673.500000
79903.609375,127248.195312
73291.484375,108214.929688
70202.554688,146109.343750
78455.609375,106817.906250
71553.304688,125345.609375
55029.847656,85498.382812
62132.117188,93189.062500
63222.894531,87096.500000
60312.429688,93291.328125
67162.390625,88168.398438
67170.351562,79616.593750
55911.875000,75928.710938
57555.042969,75192.468750
56365.328125,66367.015625
37831.421875,70457.203125
63818.246094,66728.406250
54282.703125,51422.660156
44874.875000,64489.703125
51657.421875,53043.359375
47996.519531,60006.179688
43799.550781,56763.296875
38903.480469,46151.500000
51183.964844,46897.929688
32879.585938,42424.789062
44306.937500,53011.523438
39185.289062,44623.632812
54238.054688,40394.257812
56241.164062,43637.800781
36385.222656,44346.921875
52041.257812,37914.882812
52565.113281,42160.781250
37616.203125,44122.984375
37844.906250,35726.773438
43599.750000,34217.937500
33294.476562,34254.359375
31099.531250,42122.195312
40060.238281,44475.484375
33512.976562,33607.988281
32385.974609,40492.718750
30223.066406,30796.347656
24364.949219,32334.943359
38652.593750,39979.929688
28954.316406,30137.464844
33076.750000,32354.789062
39143.054688,30647.751953
28580.011719,27293.433594
31791.203125,32983.312500
29476.529297,34622.375000
34248.488281,26238.566406
24148.011719,33023.179688
28848.857422,24498.003906
29722.818359,31192.017578
20064.529297,20235.316406
24433.960938,36145.664062
23855.451172,24330.554688
19252.062500,18142.425781
27763.609375,22694.150391
18525.308594,21576.921875
20784.304688,24678.144531
19587.414062,22345.726562
17743.187500,27904.757812
19513.152344,19082.496094
19874.175781,21878.152344
28360.570312,20147.062500
20688.095703,28044.828125
19200.798828,16104.038086
18564.730469,13838.724609
18531.777344,18106.054688
18596.419922,22143.351562
16101.179688,18496.224609
18976.847656,18192.404297
15449.356445,18944.056641
15616.794922,19936.582031
13204.409180,16665.757812
17897.652344,18682.058594
14457.348633,15599.914062
21560.281250,16024.681641
19638.792969,18490.011719
10985.186523,14978.896484
12475.235352,11859.820312
12281.576172,13677.959961
13496.195312,17227.238281
13653.607422,14094.633789
19749.892578,9311.862305
10751.315430,13577.663086
10589.968750,11112.134766
33730.480469,10751.013672
10248.855469,15280.633789
10281.548828,10148.857422
11159.824219,12822.035156
10774.597656,9850.240234
10767.481445,10017.630859
8442.137695,9999.813477
6633.724609,7543.898438
12644.458984,7241.957031
18195.515625,8581.923828
8794.255859,7842.625488
7050.625977,8641.211914
7863.930664,7968.499023
6435.533691,8417.192383
4072.655518,8663.024414
7976.138672,8866.056641
7887.944824,7453.295410
7253.037109,10290.616211
6211.020508,6659.845215
6059.063477,10694.802734
11456.196289,14725.007812
7025.107910,8181.432129
4544.154297,4074.368652
9814.920898,5894.270020
4958.163086,8391.018555
5927.654297,8437.226562
8185.714844,6373.382324
5231.802246,3851.304443
5183.480469,6872.244141
5253.387695,6385.356445
7019.708984,4634.837891
4923.109375,3823.077637
6503.090820,5211.166016
3849.325684,5985.322266
4215.287109,4323.901367
4394.699219,3467.611816
4047.559570,6848.659668
3992.500977,2902.014160
3583.705078,5558.025879
4308.300781,3745.122803
4802.002930,2946.522949
2685.781982,2996.065430
4445.970703,4635.548828
5335.173828,3091.152344
2711.596436,4555.534180
2159.437012,2738.137207
3883.638184,3932.801514
2183.768555,2268.374023
1286.097290,3423.903320
2353.182129,5024.108887
3702.388184,2064.375977
5874.228516,3360.612549
1156.476562,3095.489746
2938.395264,2109.181885
4809.589844,1912.541504
1032.635498,2703.555176
1857.684814,1886.250000
2119.807129,1252.599609
1417.252808,1810.070190
1258.910889,3329.802246
2652.919189,1803.043457
4008.934814,2012.299927
2358.468262,1539.955444
1772.892822,1594.864258
3892.373535,2262.214600
1835.283691,2492.524658
1551.555542,1295.662598
962.594849,1727.819092
1327.712769,1672.727295
718.843994,569.689819
1062.732788,613.069702
1762.594482,1539.304688
2115.472412,1069.437500
1051.005127,978.775574
956.698364,824.346191
481.783203,835.135864
678.477600,997.456543
472.653595,1068.345459
344.268311,398.296722
769.805786,1311.426636
510.074707,473.236389
555.034058,880.538269
291.796082,578.102783
444.377533,889.343506
1111.278687,613.210938
906.231995,328.115051
650.833496,607.762268
2485.471191,433.420898
605.770264,257.737091
362.065247,125.293419
359.527344,489.420776
101.006088,525.093018
330.135712,394.146942
1805.639404,330.446259
412.796021,304.087463
301.260223,1948.113159
383.084656,297.645325
282.076233,350.958221
83.940071,362.513489
125.411560,388.106476
114.774620,90.654335
790.950195,572.863342
141.513275,409.461182
945.817017,105.883583
198.673950,290.751740
419.282227,110.807556
238.109055,103.590721
193.505157,110.455368
32.734673,699.746216
228.535126,451.596588
254.286438,315.492035
183.156494,153.467041
77.128098,194.764038
89.252556,369.793365
26.570621,105.664856
85.308975,211.146790
158.271072,259.265564
121.160339,62.148163
41.801178,59.532444
127.720901,37.618690
34.934792,76.262947
17.642799,11.912970
36.477642,10.404833
236.924652,69.352936
72.644745,31.132141
40.298153,70.187065
307.380157,99.229149
55.388176,48.620594
75.569954,175.427216
3.703756,22.208021
14.229492,276.729919
14.758347,8.152498
15.618471,44.724541
11.465386,12.965514
72.391808,3.375133
3.496966,60.141575
85.118782,43.605282
15.157314,41.076241
19.701796,118.736954
10.754279,2.979807
74.488319,2.169424
3.786336,261.216370
22.471668,2.813237
2.925094,41.360973
23.044510,1.811421
2.576506,1.360474
3.209636,84.284416
35.842072,59.505539
8.281666,2.565631
35.506973,25.970997
23.787500,1.211232
0.912230,68.196259
77.481720,3.168265
0.696193,104.390404
29.261406,5.346276
4.678910,0.918256
9.310406,14.802874
0.639520,4.361234
36.618931,46.172520
17.163620,104.123795
0.593997,5.929630
33.030117,0.716148
6.352573,18.424379
0.356002,33.805988
3.094126,22.318161
7.384885,25.757524
0.399959,0.476832
3.325341,14.852818
0.299265,16.899742
12.221512,10.018598
3.094843,0.370651
15.528454,15.336889
21.871149,0.277188
17.971977,5.454757
15.255878,2.385132
2.142653,19.710985
41.121540,3.948283
25.325623,0.251104
32.255951,14.819873
0.188541,0.283904
0.926158,20.208019
0.150550,0.323169
8.955943,15.539678
13.025902,0.208973
0.149020,36.473099
2.629116,0.089348
0.113030,0.162348
0.119879,15.423674
0.117849,0.117157
0.112903,6.659024
0.092974,0.133303
0.089499,16.125965
0.598207,0.099367
0.094111,0.127681
0.070001,3.509231
1368.359497,0.077003
4.450817,7.654067
0.497438,16.209393
0.041192,0.052822
0.043969,8.660291
0.246588,12.156842
0.046450,0.055404
0.602732,4.971920
0.050542,0.050175
0.045979,0.041491
0.083072,12.874941
0.036700,7.429391
7.837240,0.057502
0.101263,0.044718
0.037260,0.046193
0.045390,28.994730
0.025804,0.021963
0.108269,5.762562
0.019620,0.033978
43.210331,1.096612
0.036306,7.772459
0.025011,0.032768
0.019559,0.029750
0.034421,22.536674
0.030794,0.023754
0.035000,0.029437
0.016739,0.025582
0.020848,0.150754
0.011894,0.033036
2.023172,2.342496
9.556741,0.018340
0.013915,10.982328
0.012735,6.466605
0.020334,0.020635
0.012095,0.019288
0.019749,0.035812
0.013285,0.098226
0.022435,3.093112
0.013016,0.015674
0.011200,0.104628
0.015234,0.015474
1.958690,0.015211
0.011251,0.014093
0.014796,0.928478
0.018088,0.019843
0.010486,1.599674
0.009936,0.013044
0.012726,0.017234
0.031325,0.017822
0.074025,0.012138
0.010198,0.059319
0.009091,22.491556
1.391326,8.116675
18.055187,0.011621
0.009357,0.012311
0.066314,0.015987
0.015916,0.156977
0.011404,0.009444
0.008167,0.052232
0.008928,0.011802
0.006889,0.010839
0.012809,0.013963
0.012972,0.015233
0.007256,0.012293
0.010578,0.015402
0.009068,0.009207
0.016343,10.355111
0.010332,4.723083
0.012858,0.018551
0.008609,0.012255
0.006306,0.007854
0.008896,0.014347
258.257355,0.012789
0.007492,0.014672
0.008392,0.014083
0.010417,0.732684
0.141537,1.884338
0.006118,0.141778
0.577749,0.008444
0.009716,0.464153
0.005599,0.006329
0.004924,0.011165
0.007040,0.454738
0.007764,0.008757
0.007949,1.206808
0.003544,0.006886
0.007296,0.016280
0.003134,0.004163
0.005567,0.008375
0.005946,0.006977
0.005958,0.005701
1.063344,0.007315
37.680420,0.005822
0.005711,1.863122
0.003234,0.003513
0.992400,0.259429
0.004725,0.007399
0.004809,0.005089
0.003749,0.004765
0.004946,0.007631
0.002762,0.004008
0.005383,0.005853
0.004234,4.240352
0.005576,0.004158
0.002275,0.003159
0.001366,0.001645
0.006759,0.590915
0.004177,0.003676
0.002458,0.003982
0.003250,0.003033
0.002309,3.623487
0.003417,0.003724
0.003033,0.003013
0.001758,0.002687
0.002840,0.003483
0.001615,0.002496
0.004080,0.004429
0.345909,0.002842
0.003194,0.002769
0.002763,0.001815
0.001844,0.002827
0.001558,3.140322
0.001912,0.001607
0.001918,0.020110
0.000913,0.001336
13.233339,0.228068
0.000733,0.001340
0.004563,0.004419
0.000918,0.001805
0.001314,0.002224
0.001149,0.001219
0.002014,0.001781
0.001521,0.001398
0.000811,0.001361
0.001000,0.001074
0.001278,0.001790
0.000473,0.000434
0.001367,0.001736
0.000557,0.000721
0.001314,0.001132
0.000735,0.000672
0.001319,0.001535
0.000807,0.000709
0.000528,0.000977
0.001176,0.002474
0.000888,0.738065
0.001352,0.001165
0.000539,0.980808
0.001011,0.001016
0.001030,0.000851
0.000557,0.000961
0.000588,0.000552
0.001963,0.001442
0.001402,0.001434
0.001180,0.000959
0.000948,0.000997
0.000431,0.000606
0.000475,0.000562
0.000792,0.001021
0.000121,0.000126
0.000694,0.001226
0.576551,0.000628
0.000385,0.000478
0.000294,0.000330
0.000280,0.000278
0.000863,0.000503
0.000496,0.000390
0.000326,0.000455
0.000280,0.000198
0.000190,0.000180
0.000135,0.000154
0.000111,0.000128
0.000615,0.358739
0.000297,0.000341
0.000237,0.000126
0.000246,0.000215
0.000086,0.293426
0.000092,0.000079
0.000382,0.000415
0.000130,0.000074
0.000217,0.000206
0.000170,0.000142
0.000134,0.000148
0.000413,0.000387
0.000526,0.000646
0.000217,0.000311
0.000112,0.000122
0.000428,0.000233
0.000181,0.000218
0.000033,0.000036
0.000127,0.000096
0.000515,0.000358
0.000102,0.000049
0.000093,0.000178
0.000118,0.000126
0.000039,0.000083
0.000101,0.000077
0.000078,0.000098
0.000156,0.031378
0.000094,0.000124
0.000020,0.000020
0.000091,0.000132
0.000036,0.000033
0.000238,0.000136
0.000088,0.000067
0.000073,0.000075
0.000170,0.000382
0.000049,0.000039
0.000049,1.217689
0.000942,0.001569
0.000013,0.000013
0.000027,0.000030
0.000194,0.000112
